object_id,short_description,observing_notes,best_seen,difficulty_naked_eye,difficulty_binocular,difficulty_small_scope,difficulty_medium_scope,difficulty_large_scope
"ngc-NGC1360","NGC 1360 è una grande nebulosa planetaria della Fornace, con un involucro ovale e sfumato anziché un anello netto. Il gas poco denso testimonia una fase avanzata di espansione.","Parti a basso ingrandimento: i suoi oltre 6′ disperdono la luce su un'area insolitamente ampia per una planetaria. Cerca l'ovale attorno alla stella centrale con visione distolta e prova un filtro O III; un cielo lattiginoso può cancellarlo anche quando la stella è evidente.","Da ottobre a gennaio, vicino alla culminazione; favorita dalle latitudini australi.","Non realistico","Difficile","Difficile","Media","Media"
"ngc-NGC1501","NGC 1501 è una nebulosa planetaria della Giraffa, soprannominata Ostrica. Il suo guscio ellissoidale ha una superficie irregolare: l'aspetto apparentemente semplice nasconde cavità e rigonfiamenti rivelati dalle immagini di Hubble.","Un ingrandimento intermedio separa dal campo stellare il disco di quasi 1′. Con apertura maggiore cerca differenze di luminosità lungo il bordo e prova l'O III per il guscio; togli il filtro se tenti la debole stella centrale.","Da novembre a febbraio nelle ore serali; alta nei cieli boreali.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC1514","NGC 1514 è una nebulosa planetaria del Toro in cui la stella centrale domina una tenue nube circostante. Le celebri strutture ad anello mostrate da Webb appartengono invece alla vista nel medio infrarosso.","Non fermarti alla stella brillante: cerca la velatura di circa 2′ intorno ad essa, usando potenza bassa o media. Il confronto con e senza O III aiuta a separare nebulosità e luce stellare; i due grandi anelli infrarossi non sono un obiettivo visuale.","Da novembre a febbraio, con fondo cielo scuro e buona trasparenza.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC1535","NGC 1535, l'Occhio di Cleopatra, è una nebulosa planetaria dell'Eridano. Una regione interna brillante è immersa in un involucro più tenue, creando una struttura a due livelli attorno alla stella centrale.","Il nucleo nebuloso compatto regge più ingrandimento dell'alone esterno. Alterna quindi due potenze: una per la zona luminosa e una meno spinta per recuperare l'involucro; confronta la vista filtrata in O III con quella senza filtro per la stella centrale.","Da novembre a febbraio; osserva al passaggio sul meridiano, soprattutto dall'emisfero nord.","Non realistico","Non realistico","Media","Facile","Facile"
"ngc-NGC2346","NGC 2346 è una nebulosa planetaria bipolare dell'Unicorno. Due lobi si aprono ai lati di una stretta regione equatoriale, formando nelle immagini una farfalla attorno a un sistema stellare doppio.","La stella centrale è molto più immediata delle ali. Dopo averla identificata, cerca un debole allungamento con visione distolta e O III; aumenta la potenza solo se il contrasto lo consente. Le ampie ali fotografiche richiedono ben più della semplice individuazione del centro.","Da gennaio ad aprile, in notti limpide e senza Luna.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC2371","NGC 2371 e NGC 2372 sono le due designazioni di un'unica nebulosa planetaria dei Gemelli. I lobi luminosi separati da una zona più debole le danno un aspetto doppio, non quello di due nebulose indipendenti.","Cerca prima i due addensamenti con ingrandimenti medi e un filtro O III. Con maggiore apertura prova a seguire il gas più debole che li collega; le estensioni esterne possono restare invisibili anche quando i lobi sono riconoscibili.","Da gennaio ad aprile nelle ore serali, con la nebulosa alta sul meridiano.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC2438","NGC 2438 è la nebulosa planetaria anulare che appare sovrapposta all'ammasso M46 nella Poppa. L'accostamento è prospettico: la nebulosa si trova davanti all'ammasso e non ne fa parte.","Inquadra M46 a basso ingrandimento, poi aumenta per cercare il dischetto di circa 1′ fra le stelle. Un O III attenua l'ammasso rispetto alla nebulosa; confronta poi senza filtro e tenta la zona centrale più scura, senza scambiare una stella sovrapposta per il bordo.","Da gennaio ad aprile; scegli il transito più alto e un orizzonte meridionale libero.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC2440","NGC 2440 è una planetaria compatta della Poppa, con una regione luminosa irregolare e deboli lobi esterni. Le immagini mostrano gas espulso in direzioni diverse, non un unico guscio simmetrico.","Localizzala come una piccola condensazione, poi usa il seeing migliore per cercare l'allungamento e le irregolarità del centro. L'O III può isolare il gas dal fondo stellare; il nucleo brillante non rende automaticamente accessibili i lobi tenui o la stella che li illumina.","Da gennaio ad aprile, prossima alla culminazione e con aria stabile verso sud.","Non realistico","Non realistico","Media","Media","Facile"
"ngc-NGC2899","NGC 2899 è una nebulosa planetaria bipolare delle Vele. Nelle immagini profonde due ampi lobi quasi simmetrici ricordano ali aperte, mentre all'oculare il bersaglio è molto più tenue e meno definito.","È un obiettivo australe: da circa 34° N in su non sorge. Da un sito favorevole cerca prima un allungamento diffuso, con cielo scuro e O III; l'apertura aiuta a distinguere i lobi, ma la farfalla dettagliata delle fotografie non è una previsione visuale.","Da febbraio a maggio, da latitudini australi e vicino al passaggio sul meridiano.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC5189","NGC 5189 è una nebulosa planetaria della Mosca, dall'insolito intreccio di filamenti e lobi. La forma tortuosa può ricordare una piccola galassia, ma il materiale proviene dall'involucro perduto di una stella.","La declinazione di circa −66° la esclude dai normali siti europei. Sotto un cielo australe, usa un campo che contenga tutta la nebulosità di oltre 2′ e confronta i nodi più luminosi con O III; forti ingrandimenti rischiano di far perdere il disegno d'insieme.","Da aprile a luglio nell'emisfero australe, quando raggiunge la massima altezza serale.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC6153","NGC 6153 è una piccola nebulosa planetaria dello Scorpione. Il suo involucro ellittico contiene una rete di filamenti e anse che Hubble separa, ma che in visuale si raccoglie in una condensazione compatta.","Il disco misura meno di mezzo primo: servono ingrandimenti sufficienti a distinguerlo dalle stelle vicine. Il limite più severo dall'Italia è però l'altezza molto bassa; privilegia un sito più meridionale e trasparente prima di spingere la potenza, e prova O III sul gas.","Da maggio ad agosto; favorita dall'emisfero australe, molto bassa alle medie latitudini boreali.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC6210","NGC 6210 è una nebulosa planetaria compatta di Ercole, detta Tartaruga. Il soprannome deriva dalle deboli strutture esterne nelle immagini, mentre all'oculare prevale il piccolo corpo centrale luminoso.","A bassa potenza può sembrare una stella leggermente sfocata. Aumenta finché il disco diventa evidente e confrontane la forma con le stelle vicine; un filtro O III aiuta l'identificazione, ma per cercare colore e asimmetria del centro conviene provare anche senza filtro.","Da maggio ad agosto, nelle ore con seeing più stabile e buona altezza.","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC6369","NGC 6369, il Piccolo Fantasma, è una nebulosa planetaria di Ofiuco. Un anello relativamente compatto circonda la debole stella centrale; filamenti più esterni e meno luminosi conservano materiale espulso in precedenza.","Cerca un dischetto nel ricco campo della Via Lattea, poi prova O III e ingrandimenti medi per distinguere il bordo dalla zona centrale meno luminosa. La stella e i filamenti periferici sono obiettivi separati e più impegnativi del semplice riconoscimento dell'anello.","Da giugno ad agosto, al transito meridiano e con cielo meridionale limpido.","Non realistico","Non realistico","Difficile","Media","Media"
"ngc-NGC6537","NGC 6537, la nebulosa Ragno Rosso, è una planetaria bipolare del Sagittario. Le ampie strutture lobate delle immagini si sviluppano attorno a una regione centrale molto piccola e più concentrata.","Per individuarla prepara una carta dettagliata: la parte compatta catalogata è di appena una decina di secondi d'arco. Usa ingrandimenti sostenuti soltanto con buon seeing e confronta il campo con O III; non aspettarti né il colore rosso né le lunghe zampe delle fotografie.","Da giugno a settembre, vicino alla culminazione e lontano da foschia e Luna.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC6572","NGC 6572 è una planetaria di Ofiuco molto compatta e luminosa per la sua piccola area apparente. A basso ingrandimento somiglia a una stella; il gas ancora concentrato spiega perché spicca più di planetarie molto estese.","Prima riconosci il punto giusto, poi sali di potenza per distinguerne il minuscolo disco. Senza filtro può dare un'impressione verde o azzurra, variabile fra osservatori; con O III confronta il suo contrasto con quello delle stelle, senza usare il colore come unica identificazione.","Da giugno a settembre; privilegia aria ferma per risolvere il piccolo disco.","Non realistico","Difficile","Facile","Facile","Facile"
"ngc-NGC6741","NGC 6741, chiamata Phantom Streak, è una minuscola nebulosa planetaria dell'Aquila. Il suo aspetto quasi stellare a basso ingrandimento contrasta con l'involucro strutturato che compare nelle immagini ad alta risoluzione.","Una carta con stelle deboli è essenziale per non superarla durante la ricerca: misura meno di 10″. Dopo l'identificazione confronta con e senza O III, poi aumenta la potenza per cercare un disco appena allungato; il seeing conta più di un campo molto ampio.","Da luglio a settembre, nelle notti con immagini stellari ben ferme.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC6751","NGC 6751 è una nebulosa planetaria dell'Aquila, detta Occhio Luminoso. Attorno alla stella centrale le immagini distinguono un anello e strutture radiali, molto più complesse del piccolo disco percepibile in visuale.","Trattala come un bersaglio compatto di circa 20″: una mappa precisa aiuta più di una lunga scansione del campo. Con apertura adeguata cerca il bordo e il centro più debole a potenza medio-alta; l'O III può aiutare il gas, non i raggi minuti delle immagini di Hubble.","Da luglio a settembre, con buon seeing e assenza di velature.","Non realistico","Non realistico","Difficile","Difficile","Media"
"ngc-NGC6818","NGC 6818, la Piccola Gemma, è una nebulosa planetaria del Sagittario. Una bolla interna brillante è circondata da gas più diffuso: la forma compatta all'oculare non esaurisce la sua struttura.","Individua il disco luminoso e aumenta gradualmente gli ingrandimenti per cercarne l'ovalizzazione. Alterna O III e vista non filtrata: il primo aiuta il contrasto del gas, la seconda conserva l'eventuale impressione cromatica; l'alone debole richiede una ricerca distinta dal centro.","Da luglio a ottobre; sfrutta il passaggio al meridiano da siti boreali.","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC6891","NGC 6891 è una piccola nebulosa planetaria del Delfino. Le immagini risolvono gusci ellissoidali orientati diversamente e un alone esterno; in visuale domina invece la regione compatta attorno alla stella centrale.","Il diametro catalogato è di circa 15″, quindi a bassa potenza può confondersi con una stella. Confronta il punto con i vicini mentre aumenti l'ingrandimento; prova O III per il guscio e torna senza filtro per non penalizzare la ricerca della stella centrale.","Da luglio a ottobre, con seeing stabile per separare stella e nebulosità.","Non realistico","Non realistico","Media","Media","Facile"
"ngc-NGC7027","NGC 7027 è una planetaria molto compatta del Cigno, con gas brillante immerso in un involucro polveroso. Le immagini mostrano una forma irregolare e stratificata, non il classico anello circolare.","La luminosità concentrata ne facilita la ricerca, ma a pochi ingrandimenti può passare per una stella. Usa aria stabile per riconoscere il dischetto e le sue asimmetrie; confronta con e senza O III. I gusci polverosi esterni richiedono immagini profonde, non la sola visibilità del centro.","Da agosto a novembre nelle ore serali, ben alta dai siti boreali.","Non realistico","Difficile","Facile","Facile","Facile"
